Ticker,Date/Time,Open,High,Low,Close,Pivot,R2,S1,R1,S2,R3,S3,ADX,RSI,composite,EMA1,EMA2,ADXs,MACD,Magic
Nifty 90's,31-03-2017,8904.4,9218.4,8860.1,9173.75,8799.75,9244.4,8617.35,9062,8355.1,9689.05,7910.45,15.02,65.19,83.81,8772,8333.06,1.56,36.88,1
Nifty 90's,28-04-2017,9220.6,9367.15,9075.15,9304.05,9084.08,9442.38,8949.77,9308.07,8725.78,9800.68,8367.48,15.76,66.51,89.29,8949.35,8425.54,1.68,60.32,1
Nifty 90's,31-05-2017,9339.85,9649.6,9269.9,9621.25,9248.78,9540.78,9130.42,9422.42,8956.78,9832.78,8664.78,16.92,69.54,95.64,9173.32,8539.42,1.94,89.33,1
Nifty 90's,30-06-2017,9603.55,9709.3,9448.75,9520.9,9513.58,9893.28,9377.57,9757.27,9133.88,10272.98,8754.18,18.08,67.46,93.91,9289.18,8632.89,1.99,93.45,1
Nifty 90's,31-07-2017,9587.95,10114.85,9543.55,10077.1,9559.65,9820.2,9410,9670.55,9299.1,10080.75,9038.55,19.74,72.39,99.23,9551.82,8770.43,2.41,123.45,1
Nifty 90's,31-08-2017,10101.05,10137.85,9685.55,9917.9,9911.83,10483.13,9708.82,10280.12,9340.53,11054.43,8769.23,21.32,69.16,95.99,9673.85,8879.72,2.44,122.15,1
Nifty 90's,29-09-2017,9937.65,10178.95,9687.55,9788.6,9913.77,10366.07,9689.68,10141.98,9461.47,10818.37,9009.17,22.84,66.56,87.47,9712.1,8966.28,2.49,102.94,1
Nifty 90's,31-10-2017,9893.3,10384.5,9831.05,10335.3,9885.03,10376.43,9591.12,10082.52,9393.63,10867.83,8902.23,24.55,71.44,84.14,9919.83,9096.66,2.75,116.41,1
Nifty 90's,30-11-2017,10390.35,10490.45,10094,10226.55,10183.62,10737.07,9982.73,10536.18,9630.17,11290.52,9076.72,26.27,69.28,77.25,10022.07,9204.27,2.9,107.57,1
Nifty 90's,29-12-2017,10263.7,10552.4,10033.35,10530.7,10270.33,10666.78,10050.22,10446.67,9873.88,11063.23,9477.43,27.96,71.85,84.19,10191.61,9330.6,2.99,111.31,1
Nifty 90's,31-01-2018,10531.7,11171.55,10404.65,11027.7,10372.15,10891.2,10191.9,10710.95,9853.1,11410.25,9334.05,30.24,75.46,89.37,10470.31,9492.22,3.99,134.79,1
Nifty 90's,28-02-2018,11044.55,11117.35,10276.3,10492.85,10867.97,11634.87,10564.38,11331.28,10101.07,12401.76,9334.17,31.88,65.69,70.22,10477.82,9587.52,3.26,103.26,0
Nifty 90's,28-03-2018,10479.95,10525.5,9951.9,10113.7,10628.83,11469.88,10140.32,10981.37,9787.78,12310.93,8946.73,32.25,59.78,50.94,10356.45,9637.63,2.18,48.6,0
Nifty 90's,30-04-2018,10151.65,10759,10111.3,10739.35,10197.03,10770.63,9868.57,10442.17,9623.43,11344.23,9049.83,32.94,65.32,42.66,10484.08,9742.56,2.44,46.33,0
Nifty 90's,31-05-2018,10783.85,10929.2,10417.8,10736.15,10536.55,11184.25,10314.1,10961.8,9888.85,11831.95,9241.15,33.8,65.27,49.94,10568.1,9837.19,2.64,36.76,0
Nifty 90's,29-06-2018,10738.45,10893.25,10550.9,10714.3,10694.38,11205.78,10459.57,10970.97,10182.98,11717.18,9671.58,34.61,64.91,60.94,10616.84,9920.72,2.64,21.86,0
Nifty 90's,31-07-2018,10732.35,11366,10604.65,11356.5,10719.48,11061.83,10545.72,10888.07,10377.13,11404.18,10034.78,35.95,70.15,68.24,10863.39,10057.46,3.29,46.73,1
Nifty 90's,31-08-2018,11359.8,11760.2,11234.95,11680.5,11109.05,11870.4,10852.1,11613.45,10347.7,12631.75,9586.35,37.59,72.39,81.28,11135.76,10212.04,3.87,74.8,1
Nifty 90's,28-09-2018,11751.8,11751.8,10850.3,10930.45,11558.55,12083.8,11356.9,11882.15,11033.3,12609.05,10508.05,37.85,60.98,61.22,11067.32,10280.46,2.4,34.69,0
Nifty 90's,31-10-2018,10930.9,11035.65,10004.55,10386.6,11177.52,12079.02,10603.23,11504.73,10276.02,12980.52,9374.52,35.98,54.3,31.99,10840.42,10290.57,1.26,-32.97,0
Nifty 90's,30-11-2018,10441.7,10922.45,10341.9,10876.75,10475.6,11506.7,9915.55,10946.65,9444.5,12537.8,8413.4,34.24,58.69,33.52,10852.53,10346.39,1.26,-48.28,0
Nifty 90's,31-12-2018,10930.7,10985.15,10333.85,10862.55,10713.7,11294.25,10504.95,11085.5,10133.15,11874.8,9552.6,32.74,58.52,41.78,10855.87,10395.55,1.3,-62.06,0
Nifty 90's,31-01-2019,10881.7,10987.45,10583.65,10830.95,10727.18,11378.48,10469.22,11120.52,10075.88,12029.79,9424.58,31.35,58.1,42.76,10847.56,10437.02,1.31,-75.13,0
Nifty 90's,28-02-2019,10851.35,11118.1,10585.65,10792.5,10800.68,11204.48,10613.92,11017.72,10396.88,11608.28,9993.08,30.31,57.56,40.06,10829.21,10470.87,1.4,-87.33,0
Nifty 90's,29-03-2019,10842.65,11630.35,10817,11623.9,10832.08,11364.53,10546.07,11078.52,10299.63,11896.98,9767.18,30.22,65.08,59.09,11094.11,10580.69,1.82,-42.63,1
Nifty 90's,30-04-2019,11665.2,11856.15,11549.1,11748.15,11357.08,12170.43,11083.82,11897.17,10543.73,12983.78,9730.38,30.47,66.04,67.45,11312.12,10691.87,2.02,-9.65,1
Nifty 90's,31-05-2019,11725.55,12041.15,11108.3,11922.8,11717.8,12024.85,11579.45,11886.5,11410.75,12331.9,11103.7,29.55,67.41,81.47,11515.68,10809.1,1.43,17.5,1
Nifty 90's,28-06-2019,11953.75,12103.05,11625.1,11788.85,11690.75,12623.6,11340.35,12273.2,10757.9,13556.45,9825.05,28.8,65.24,86.37,11606.74,10902.41,1.47,19.83,1
Nifty 90's,31-07-2019,11839.9,11981.75,10999.4,11118,11839,12316.95,11574.95,12052.9,11361.05,12794.9,10883.1,26.77,55.59,63.99,11443.82,10922.95,0.99,-27.82,0
Nifty 90's,30-08-2019,11060.2,11181.45,10637.15,11023.25,11366.38,12348.73,10751.02,11733.37,10384.03,13331.08,9401.68,25.55,54.37,36.87,11303.63,10932.5,0.82,-67.47,0
Nifty 90's,30-09-2019,10960.95,11694.85,10670.25,11474.45,10947.28,11491.58,10713.12,11257.42,10402.98,12035.88,9858.68,24,59,37.52,11360.57,10984.11,1.08,-65.04,0
Nifty 90's,31-10-2019,11515.4,11945,11090.15,11877.45,11279.85,12304.45,10864.85,11889.45,10255.25,13329.05,9230.65,22.99,62.64,56.97,11532.87,11069.19,1.22,-39.28,0
Nifty 90's,29-11-2019,11886.6,12158.8,11802.65,12056.05,11637.53,12492.38,11330.07,12184.92,10782.68,13347.23,9927.83,22.39,64.16,77.2,11707.26,11163.18,1.34,-14.48,1
Nifty 90's,31-12-2019,12137.05,12293.9,11832.3,12168.45,12005.83,12361.98,11852.87,12209.02,11649.68,12718.13,11293.53,22.04,65.12,78.67,11860.99,11258.92,1.43,4.22,1
Nifty 90's,31-01-2020,12202.15,12430.5,11929.6,11962.1,12098.22,12559.82,11902.53,12364.13,11636.62,13021.42,11175.01,21.94,61.84,68.88,11894.69,11325.89,1.52,-2.23,1
Nifty 90's,28-02-2020,11939,12246.7,11175.05,11201.75,12107.4,12608.3,11784.3,12285.2,11606.5,13109.2,11105.6,20.44,51.54,37.94,11663.71,11314.07,0.98,-59.46,0
Nifty 90's,31-03-2020,11387.35,11433,7511.1,8597.75,11541.17,12612.82,10835.63,11907.28,10469.52,13684.47,9397.87,22.47,31.92,-5.33,10641.72,11055.37,0.34,-263.03,0
Nifty 90's,30-04-2020,8584.1,9889.05,8055.8,9859.9,9180.62,13102.52,6928.23,10850.13,5258.72,17024.42,1336.82,24.35,43.21,9.43,10381.12,10941.51,0.34,-300.34,0
Nifty 90's,29-05-2020,9513,9598.85,8806.75,9580.3,9268.25,11101.5,8647.45,10480.7,7435,12934.75,5601.75,26.13,41.56,13.47,10114.18,10811.88,0.34,-329.17,0
Nifty 90's,30-06-2020,9706.95,10553.15,9544.35,10302.1,9328.63,10120.73,9058.42,9850.52,8536.53,10912.83,7744.43,26.32,47.15,30.67,10176.82,10763.33,0.55,-286.54,1
Nifty 90's,31-07-2020,10316.4,11341.4,10299.6,11073.45,10133.2,11142,9713.25,10722.05,9124.4,12150.8,8115.6,25.51,52.39,42.12,10475.7,10792.86,0.74,-197.52,1
Nifty 90's,31-08-2020,11047.5,11794.25,10882.25,11387.5,10904.82,11946.62,10468.23,11510.03,9863.02,12988.42,8821.21,24.24,54.37,55.51,10779.63,10849.49,0.86,-112.84,1
Nifty 90's,30-09-2020,11247.65,11252.45,11241.15,11244.65,11252.95,11276.9,11238.2,11262.15,11229,11300.85,11205.05,11.54,49.26,17.41,11253.55,11250.64,1.04,-1.55,1
